file	tstamp	developer	version	lines_add	lines_del	description
/cvsroot/zile/zile/Attic/COPYRIGHT	2003-10-25 01:32:08.0	ssigala	1.4	1	1	* minor fixes to expand_path().* fixed memory leak in usage of agetcwd().  Now agetcwd() also uses a  previously allocated astr to store the directory name (simplifies  the code).* fixed problem about relative directories, when zile is called  with filenames on the command line (e.g., `zile term_ncurses/*.c&apos;  now works correctly).* introduced astr_isempty(), astr_first_char(), astr_last_char() sugar  functions.  &quot;astr_last_char(as)&quot; is certainly better than the ugly  &quot;astr_cstr(as)[astr_size(as) - 1]&quot;.* introduced ZTRACE() function to make debugging easier.* renamed ANCHOR_SPECIAL to ANCHOR_HEREDOC because  cat &lt;&lt;EOF  bla  EOF  stuff is usually called here-document.* renamed `font-special&apos; variable to `font-here-document&apos;.* added `font-here-document&apos; to tbl_vars.h, zilerc.sample and Texinfo.* redisplay speedup: cache a few more variables:  status-line-color, display-time-format, displayable-characters.* startup speedup: do not cache the variables too ofter.* made make_heredoc_string more flexible.* fixed zlint.* documented `sh-mode&apos;, `kill-word&apos;, `backward-kill-word&apos; in Texinfo.* other fixes.
/cvsroot/zile/zile/Attic/COPYRIGHT	2003-05-07 00:28:39.0	rrt	1.3	1	1	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/COPYRIGHT	2003-04-24 17:11:14.0	rrt	1.2	3	1	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/Attic/COPYRIGHT	2001-01-19 22:59:09.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/Attic/COPYRIGHT	2001-01-19 23:07:23.0	ssigala	1.1.1.2	1	1	import of version 1.3.
/cvsroot/zile/zile/Attic/COPYRIGHT	2001-01-19 22:59:09.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/Attic/CREDITS	2004-02-18 15:27:32.0	ssigala	1.7	0	0	CREDITS --&gt; AUTHORS: follows std unix/gnu convention
/cvsroot/zile/zile/Attic/CREDITS	2004-02-17 21:21:16.0	ssigala	1.6	1	1	* Changed BSD license to GNU GPL:        - Removed COPYRIGHT file        - Added standard COPYING file        - Changed all the copyright declarations in source files.* Removed old lib/err.[ch] unused Zile heritage.* sed s/sandro@sigala.it/zile-devel@lists.sourceforge.net/* configure now checks for both curses.h and ncurses.h, libcurses.a and  libncurses.a.  e.g. on my box (SuSE 8.2) ncurses is installed as  ncurses.h and libncurses.a, on another as curses.h and libncurses.a...* Cleaned up zile.h:          - Now anchors are identified as an opaque type:                 typedef unsigned char Anchor;          - Enumerated UNDO_* delta types;          - Enumerated BMODE_* buffer major modes;          - Removed MINIBUF_{SET,UNSET}_COLOR stuff.* ncurses_minibuf.c:  removed astrlen() function, obsoleted by colors remove.* some other clean up.
/cvsroot/zile/zile/Attic/CREDITS	2004-02-05 11:14:42.0	rrt	1.5	43	33	Update the authors list everywhere, and generally rejig to reflectreality.Change bug-reporting address to the zile-devel mailing list.
/cvsroot/zile/zile/Attic/CREDITS	2003-05-07 00:28:39.0	rrt	1.4	13	2	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/CREDITS	2003-05-06 13:47:30.0	rrt	1.3	1	0	Last-minute updates (mostly for Nicolas Duboc&apos;s bug fixes).
/cvsroot/zile/zile/Attic/CREDITS	2003-04-24 17:11:15.0	rrt	1.2	11	4	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/Attic/CREDITS	2001-01-19 22:59:09.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/Attic/CREDITS	2001-01-19 23:07:23.0	ssigala	1.1.1.2	1	3	import of version 1.3.
/cvsroot/zile/zile/Attic/CREDITS	2001-01-19 22:59:09.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/ChangeLog	2004-05-10 18:03:42.0	rrt	1.1	0	0	Add a placeholder ChangeLog file to keep autotools happy. It just says&quot;see cvs log&quot;.
/cvsroot/zile/zile/Attic/HISTORY	2004-12-17 12:45:53.0	rrt	1.7	0	0	This file was yet another thing to maintain, and its contents was notvery interesting. Get rid of it.
/cvsroot/zile/zile/Attic/HISTORY	2004-02-18 21:28:08.0	ssigala	1.6	1	0	bump to version 1.7-b4
/cvsroot/zile/zile/Attic/HISTORY	2004-02-18 21:19:16.0	ssigala	1.5	2	1	prepare for 1.7-b3
/cvsroot/zile/zile/Attic/HISTORY	2003-10-25 01:32:08.0	ssigala	1.4	1	0	* minor fixes to expand_path().* fixed memory leak in usage of agetcwd().  Now agetcwd() also uses a  previously allocated astr to store the directory name (simplifies  the code).* fixed problem about relative directories, when zile is called  with filenames on the command line (e.g., `zile term_ncurses/*.c&apos;  now works correctly).* introduced astr_isempty(), astr_first_char(), astr_last_char() sugar  functions.  &quot;astr_last_char(as)&quot; is certainly better than the ugly  &quot;astr_cstr(as)[astr_size(as) - 1]&quot;.* introduced ZTRACE() function to make debugging easier.* renamed ANCHOR_SPECIAL to ANCHOR_HEREDOC because  cat &lt;&lt;EOF  bla  EOF  stuff is usually called here-document.* renamed `font-special&apos; variable to `font-here-document&apos;.* added `font-here-document&apos; to tbl_vars.h, zilerc.sample and Texinfo.* redisplay speedup: cache a few more variables:  status-line-color, display-time-format, displayable-characters.* startup speedup: do not cache the variables too ofter.* made make_heredoc_string more flexible.* fixed zlint.* documented `sh-mode&apos;, `kill-word&apos;, `backward-kill-word&apos; in Texinfo.* other fixes.
/cvsroot/zile/zile/Attic/HISTORY	2003-05-07 00:28:39.0	rrt	1.3	2	0	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/HISTORY	2003-04-24 17:11:15.0	rrt	1.2	13	6	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/Attic/HISTORY	2001-01-19 22:59:09.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/Attic/HISTORY	2001-01-19 22:59:09.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/INSTALL	2004-03-14 15:36:06.0	rrt	1.3	2	22	branches:  1.3.2;DON&apos;T PANIC! I have tagged the tree with the tag &quot;fontlock-apocalypse&quot;before committing this set of changes.Remove font-lock modes (N.B. *not* font-lock support!). The font-locksystem in zile was a Bad Thing: * It was a maintenance burden because of conditional compilation and   configure options. * It was a lot of complicated code. Several recent bugs have been   font-lock bugs. * In terms of functionality (and to a lesser extent, code size) it   was a bloat on an editor that should be small, clean and simple. * It added a dependency on gperf (admittedly not a big problem).I have retained font-lock support, and made it always-on. Regex-basedfont-lock should be implemented, similar to that in many othereditors. Preferably, we should adopt an existing regex patterns format(e.g. that of NEdit) so that we have access to a wide range offontlock modes, and users don&apos;t have to make yet another crufty set.Alternatively, it may be better in an editor the size of zile toremove font-lock altogether.Remove experimental Lua support. For similar reasons to those above,it was a bad idea.
/cvsroot/zile/zile/INSTALL	2004-01-28 16:01:22.0	rrt	1.2	80	179	Rewrite the installation instructions in README.compile and move themto INSTALL, where they should be. The file now covers both normalinstallation and simply building zile to try out.
/cvsroot/zile/zile/INSTALL	2001-01-19 22:59:12.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/INSTALL	2001-01-19 22:59:12.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/INSTALL	2005-02-09 01:48:21.0	rrt	1.3.2.1	1	1	Fix reference to the etc directory to the doc directory.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-09-20 15:52:51.0	rrt	1.11	0	0	Fold the rest of KNOWNBUGS (which isn&apos;t really about bugs) into TODO.We should really just have bugs in Bugzilla.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-09-20 12:34:21.0	rrt	1.10	1	4	Remove bug about speed of insertion of large blocks of text infont-lock mode, because we no longer have font-lock.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-03-14 15:36:06.0	rrt	1.9	0	8	DON&apos;T PANIC! I have tagged the tree with the tag &quot;fontlock-apocalypse&quot;before committing this set of changes.Remove font-lock modes (N.B. *not* font-lock support!). The font-locksystem in zile was a Bad Thing: * It was a maintenance burden because of conditional compilation and   configure options. * It was a lot of complicated code. Several recent bugs have been   font-lock bugs. * In terms of functionality (and to a lesser extent, code size) it   was a bloat on an editor that should be small, clean and simple. * It added a dependency on gperf (admittedly not a big problem).I have retained font-lock support, and made it always-on. Regex-basedfont-lock should be implemented, similar to that in many othereditors. Preferably, we should adopt an existing regex patterns format(e.g. that of NEdit) so that we have access to a wide range offontlock modes, and users don&apos;t have to make yet another crufty set.Alternatively, it may be better in an editor the size of zile toremove font-lock altogether.Remove experimental Lua support. For similar reasons to those above,it was a bad idea.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-03-10 11:27:04.0	rrt	1.8	0	2	Make RET do auto-fill as well as SPC.Remove special-case code from self_insert_command for KBD_RET andKBD_TAB, which aren&apos;t handled here anyway. If they do end up bound toself-insert-command, then they should act in a vanilla way anyway.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-03-10 10:35:11.0	rrt	1.7	0	3	Removed bug about background colours not working well. It said thatusers had reported it but Sandro couldn&apos;t repro it. I&apos;ve never seen iteither and it hasn&apos;t been reported since I&apos;ve been on the project, andsince it&apos;s also likely it could be an ncurses bug (maybe now fixed) itseems reasonable to remove it.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-03-10 00:29:35.0	rrt	1.6	0	9	I think I&apos;ve removed all possible static buffer overflows.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2004-03-03 02:50:32.0	rrt	1.5	7	1	Audit possible static buffer overflows (I basically searched for\[[0-9] and identified all those instances that could overflow).I have fixed rc.c and ncurses_redisplay.c, which were two of the worstoffenders; the remaining problematic files are now listed inKNOWNBUGS. As far as I can see, all other uses of static char buffersare safe.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2003-05-26 00:06:34.0	rrt	1.4	1	1	Tweak the English.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2003-05-07 00:28:39.0	rrt	1.3	15	8	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2003-04-24 17:11:15.0	rrt	1.2	13	3	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2001-01-19 22:59:12.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/Attic/KNOWNBUGS	2001-01-19 23:07:25.0	ssigala	1.1.1.2	1	4	import of version 1.3.
/cvsroot/zile/zile/Attic/KNOWNBUGS	2001-01-19 22:59:12.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/Makefile.am	2005-01-03 12:06:39.0	rrt	1.16	2	2	Remove reference to lib/, which no longer exists.
/cvsroot/zile/zile/Makefile.am	2005-01-01 03:06:03.0	rrt	1.15	2	4	Simplify dist-epoc target and ensure zile.zip is always remade.
/cvsroot/zile/zile/Makefile.am	2004-12-21 01:21:05.0	rrt	1.14	7	2	Build a zip file for EPOC with a Readme.txt (just a copy of README).
/cvsroot/zile/zile/Makefile.am	2004-12-20 14:55:24.0	rrt	1.13	1	2	Remove TODO, and place all the TODO items in the feature request tracker.
/cvsroot/zile/zile/Makefile.am	2004-12-19 01:10:46.0	rrt	1.12	2	1	Add THANKS.
/cvsroot/zile/zile/Makefile.am	2004-12-19 00:28:04.0	rrt	1.11	4	1	First cut of &quot;make dist-epoc&quot;. Currently this just makes the SIS. Itshould make a versioned zip containing a README.
/cvsroot/zile/zile/Makefile.am	2004-12-19 00:10:28.0	rrt	1.10	1	2	Remove zile.lsm and mentions of sunsite. I can&apos;t be bothered to spendtime putting zile on sunsite (especially tedious is having to updatethe LSM file by hand; if someone implements an automatic solution,I&apos;ll be quite happy to reinstate sunsite).
/cvsroot/zile/zile/Makefile.am	2004-12-18 23:37:05.0	rrt	1.9	3	4	Add .pkg file for EPOC.
/cvsroot/zile/zile/Makefile.am	2004-12-18 23:09:24.0	rrt	1.8	2	2	Fold the contents of etc/ into doc/, where it sensibly belongs (it&apos;sall documentation!).
/cvsroot/zile/zile/Makefile.am	2004-11-15 01:54:49.0	rrt	1.7	2	2	Remove lib directory from configure.ac, and reorder dirs so that srcgets built before etc, as it contains some necessary object files.
/cvsroot/zile/zile/Makefile.am	2004-11-15 01:47:12.0	rrt	1.6	2	2	Move contents of lib/ into src/. This is slightly awkward at themoment, but means that x{malloc,realloc,strdup} can be replaced bycalls to z{malloc,realloc,dup}, and the machinery for building libzileis not needed (it was rather pointless, although it was used by mkdocand the test programs of the libraries, which now won&apos;t work and willhave to be resurrected).This makes the arrangement of the code a bit simpler.Also move the z* functions into zmalloc.c so they can easily be linkedinto mkdoc.c.
/cvsroot/zile/zile/Makefile.am	2004-02-18 15:27:32.0	ssigala	1.5	2	2	CREDITS --&gt; AUTHORS: follows std unix/gnu convention
/cvsroot/zile/zile/Makefile.am	2004-02-17 21:46:41.0	ssigala	1.4	2	2	COPYRIGHT is now COPYING
/cvsroot/zile/zile/Makefile.am	2004-02-01 03:19:29.0	dacap	1.3	1	2	I guess that rrt removed README.compile from repository but no fromthis Makefile.am
/cvsroot/zile/zile/Makefile.am	2004-01-27 17:53:13.0	rrt	1.2	2	2	Whitespace correction.
/cvsroot/zile/zile/Makefile.am	2004-01-23 02:45:44.0	dacap	1.1	0	0	Added the automake support.
/cvsroot/zile/zile/Attic/Makefile.in	2004-01-23 03:14:01.0	dacap	1.5	1	1	Removed auto-generated and unnecessary files.
/cvsroot/zile/zile/Attic/Makefile.in	2003-05-07 01:02:17.0	rrt	1.4	3	2	Adjust distclean rule for newer autoconf.
/cvsroot/zile/zile/Attic/Makefile.in	2003-05-07 00:28:39.0	rrt	1.3	5	2	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/Makefile.in	2003-04-24 17:11:15.0	rrt	1.2	0	0	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/Attic/Makefile.in	2001-01-19 22:59:12.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/Attic/Makefile.in	2001-01-19 23:07:25.0	ssigala	1.1.1.2	2	2	import of version 1.3.
/cvsroot/zile/zile/Attic/Makefile.in	2001-01-19 22:59:12.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/NEWS	2004-12-17 12:43:37.0	rrt	1.21	4	1	Update NEWS for zile 2.0.
/cvsroot/zile/zile/NEWS	2004-11-15 01:53:28.0	rrt	1.20	5	2	Belatedly added some news for 2.0-a1.
/cvsroot/zile/zile/NEWS	2004-11-14 22:52:25.0	rrt	1.19	1	1	Really extirpate mini help.
/cvsroot/zile/zile/NEWS	2004-04-05 19:30:34.0	rrt	1.18	1	1	Remove text-mode, which no longer does anything.
/cvsroot/zile/zile/NEWS	2004-04-04 22:33:11.0	rrt	1.17	4	0	Font-lock removed.FAQ overhauled.
/cvsroot/zile/zile/NEWS	2004-02-18 21:40:27.0	ssigala	1.16	2	0	bump to version 1.7 b4
/cvsroot/zile/zile/NEWS	2004-02-18 17:21:53.0	ssigala	1.15	2	2	minor tweaks
/cvsroot/zile/zile/NEWS	2004-02-17 21:21:16.0	ssigala	1.14	1	0	* Changed BSD license to GNU GPL:        - Removed COPYRIGHT file        - Added standard COPYING file        - Changed all the copyright declarations in source files.* Removed old lib/err.[ch] unused Zile heritage.* sed s/sandro@sigala.it/zile-devel@lists.sourceforge.net/* configure now checks for both curses.h and ncurses.h, libcurses.a and  libncurses.a.  e.g. on my box (SuSE 8.2) ncurses is installed as  ncurses.h and libncurses.a, on another as curses.h and libncurses.a...* Cleaned up zile.h:          - Now anchors are identified as an opaque type:                 typedef unsigned char Anchor;          - Enumerated UNDO_* delta types;          - Enumerated BMODE_* buffer major modes;          - Removed MINIBUF_{SET,UNSET}_COLOR stuff.* ncurses_minibuf.c:  removed astrlen() function, obsoleted by colors remove.* some other clean up.
/cvsroot/zile/zile/NEWS	2004-02-08 05:39:15.0	dacap	1.13	8	1	Rewritten point/marker API mainly.
/cvsroot/zile/zile/NEWS	2004-02-05 10:21:03.0	rrt	1.12	28	30	Now that David is listed as an author, I&apos;ve removed his &quot;patchessupplied by&quot; line, and reformatted the changes. Also fixed a couple ofproblems in the English, and removed non-user-visible changes (put anote about &quot;code cleanups&quot; instead.
/cvsroot/zile/zile/NEWS	2004-02-05 03:45:54.0	dacap	1.11	1	0	Added regexp search functions.
/cvsroot/zile/zile/NEWS	2004-02-04 04:07:27.0	dacap	1.10	7	0	The `prev_bp&apos; was removed.`exchange-point-and-mark&apos; activates the mark.`insert_char&apos; doesn&apos;t move the mark when insert a character in the same mark position.Fixed `insert_nstring&apos; when is used in overwrite-mode.Modified `previous-line&apos; and `next-line&apos; to Emacs behavior.
/cvsroot/zile/zile/NEWS	2004-02-04 00:41:30.0	rrt	1.9	2	0	Implement low priority TODO: case-matching search and replace.
/cvsroot/zile/zile/NEWS	2004-02-03 02:24:34.0	dacap	1.8	1	0	Modified previous-line and next-line to Emacs behavior.
/cvsroot/zile/zile/NEWS	2004-01-21 03:14:17.0	dacap	1.7	22	0	New changes by David A. Capello.
/cvsroot/zile/zile/NEWS	2003-10-25 01:32:08.0	ssigala	1.6	8	7	* minor fixes to expand_path().* fixed memory leak in usage of agetcwd().  Now agetcwd() also uses a  previously allocated astr to store the directory name (simplifies  the code).* fixed problem about relative directories, when zile is called  with filenames on the command line (e.g., `zile term_ncurses/*.c&apos;  now works correctly).* introduced astr_isempty(), astr_first_char(), astr_last_char() sugar  functions.  &quot;astr_last_char(as)&quot; is certainly better than the ugly  &quot;astr_cstr(as)[astr_size(as) - 1]&quot;.* introduced ZTRACE() function to make debugging easier.* renamed ANCHOR_SPECIAL to ANCHOR_HEREDOC because  cat &lt;&lt;EOF  bla  EOF  stuff is usually called here-document.* renamed `font-special&apos; variable to `font-here-document&apos;.* added `font-here-document&apos; to tbl_vars.h, zilerc.sample and Texinfo.* redisplay speedup: cache a few more variables:  status-line-color, display-time-format, displayable-characters.* startup speedup: do not cache the variables too ofter.* made make_heredoc_string more flexible.* fixed zlint.* documented `sh-mode&apos;, `kill-word&apos;, `backward-kill-word&apos; in Texinfo.* other fixes.
/cvsroot/zile/zile/NEWS	2003-05-07 01:03:30.0	rrt	1.5	3	0	Add a note about 1.6.2 to explain its absence from NEWS.
/cvsroot/zile/zile/NEWS	2003-05-07 00:28:39.0	rrt	1.4	41	4	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/NEWS	2003-05-06 13:47:30.0	rrt	1.3	2	0	Last-minute updates (mostly for Nicolas Duboc&apos;s bug fixes).
/cvsroot/zile/zile/NEWS	2003-04-24 17:11:15.0	rrt	1.2	50	0	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/NEWS	2001-01-19 22:59:16.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/NEWS	2001-01-19 23:07:25.0	ssigala	1.1.1.2	1	23	import of version 1.3.
/cvsroot/zile/zile/NEWS	2001-01-19 22:59:16.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/README	2005-01-23 14:48:24.0	rrt	1.9	2	2	Mention POSIX.
/cvsroot/zile/zile/README	2004-12-21 01:37:38.0	rrt	1.8	3	5	branches:  1.8.2;Tidy up the README some more.
/cvsroot/zile/zile/README	2004-12-21 01:16:41.0	rrt	1.7	3	3	Tidy slightly and add minimal installation instructions for EPOC, sothis file can be used as the Readme.txt in the EPOC zip distribution.
/cvsroot/zile/zile/README	2004-10-11 03:08:39.0	rrt	1.6	2	2	Remove ncurses interface. We no longer have any dependencies onexternal libraries!
/cvsroot/zile/zile/README	2004-03-13 17:49:28.0	rrt	1.5	11	38	Rewrite the readme to make it much shorter and avoid duplication (it&apos;seasy for it to get out of date with respect to the main documentationotherwise). Stick to general features, and give pointers to the otherdocs.
/cvsroot/zile/zile/README	2004-02-17 21:21:16.0	ssigala	1.4	5	6	* Changed BSD license to GNU GPL:        - Removed COPYRIGHT file        - Added standard COPYING file        - Changed all the copyright declarations in source files.* Removed old lib/err.[ch] unused Zile heritage.* sed s/sandro@sigala.it/zile-devel@lists.sourceforge.net/* configure now checks for both curses.h and ncurses.h, libcurses.a and  libncurses.a.  e.g. on my box (SuSE 8.2) ncurses is installed as  ncurses.h and libncurses.a, on another as curses.h and libncurses.a...* Cleaned up zile.h:          - Now anchors are identified as an opaque type:                 typedef unsigned char Anchor;          - Enumerated UNDO_* delta types;          - Enumerated BMODE_* buffer major modes;          - Removed MINIBUF_{SET,UNSET}_COLOR stuff.* ncurses_minibuf.c:  removed astrlen() function, obsoleted by colors remove.* some other clean up.
/cvsroot/zile/zile/README	2003-05-07 00:28:39.0	rrt	1.3	3	3	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/README	2003-04-24 17:11:15.0	rrt	1.2	12	7	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/README	2001-01-19 22:59:17.0	ssigala	1.1	0	0	branches:  1.1.1;Initial revision
/cvsroot/zile/zile/README	2001-01-19 23:07:25.0	ssigala	1.1.1.2	3	3	import of version 1.3.
/cvsroot/zile/zile/README	2001-01-19 22:59:17.0	ssigala	1.1.1.1	0	0	import of version 1.4.
/cvsroot/zile/zile/README	2005-01-23 14:48:20.0	rrt	1.8.2.2	2	2	Mention POSIX better.
/cvsroot/zile/zile/README	2005-01-23 14:47:18.0	rrt	1.8.2.1	1	1	Mention POSIX.
/cvsroot/zile/zile/Attic/README.compile	2004-01-28 16:01:22.0	rrt	1.3	0	0	Rewrite the installation instructions in README.compile and move themto INSTALL, where they should be. The file now covers both normalinstallation and simply building zile to try out.
/cvsroot/zile/zile/Attic/README.compile	2003-05-07 00:28:39.0	rrt	1.2	23	0	Land the 1.7 sources. This is basically 1.7-a7 (unreleased except onSandro&apos;s home page) plus my and Nicolas Duboc&apos;s 1.6.2 fixes, plus somepatches to 1.7-a6 from David Capello.
/cvsroot/zile/zile/Attic/README.compile	2003-04-24 17:11:16.0	rrt	1.1	0	0	Commit the 1.6.2 sources so far.
/cvsroot/zile/zile/THANKS	2005-02-02 03:04:54.0	rrt	1.5	1	0	Add Han Boethes for a security fix.
/cvsroot/zile/zile/THANKS	2005-01-25 13:53:17.0	rrt	1.4	6	4	Add Scott &quot;Jerry&quot; Lawrence, for lithp.
/cvsroot/zile/zile/THANKS	2004-12-24 14:51:28.0	rrt	1.3	8	8	branches:  1.3.2;Tidy up slightly.
/cvsroot/zile/zile/THANKS	2004-12-20 19:51:27.0	rrt	1.2	44	1	Fix a bug where a buffer could end up without a line ending setting.Acknowledge Richard Smith&apos;s help with cross-compiling.
/cvsroot/zile/zile/THANKS	2004-12-19 01:10:04.0	rrt	1.1	0	0	Put the acknowledgements, more correctly and logically, in THANKS.
