file	tstamp	developer	version	lines_add	lines_del	description
/cvsroot/jikes/jikes/AUTHORS	2002-05-15 20:16:21.0	ericb	1.15	1	0	2002-05-15  Eric Blake  &lt;ebb9@email.byu.edu&gt;&#x9;* src/bytecode.cpp (CompileClass): Fix bug 2256 for default&#x9;private constructors, jacks test 8.8.7-runtime-default-3.&#x9;(CompileClass):&#x9;* src/expr.cpp (UpdateLocalConstructors): Fix bug 206, when&#x9;accessing private superconstructor from local class.2002-05-15  David Lum  &lt;david.lum@level8.com&gt;&#x9;* src/bytecode.cpp (EmitThisInvocation): Workaround for bug 2256 -&#x9;fix constructors in local and anonymous classes.
/cvsroot/jikes/jikes/AUTHORS	2002-05-12 05:19:41.0	ericb	1.14	1	0	2002-05-11  Max Gilead  &lt;gilead@yellow.dyndns.org&gt;&#x9;* doc/jikes.1:&#x9;* src/jikes.cpp:&#x9;* src/modifier.cpp:&#x9;* src/option.cpp:&#x9;* src/option.h: Add +Pno-modifier-order option, to silence&#x9;pedantic warnings about recommended modifier ordering.
/cvsroot/jikes/jikes/AUTHORS	2002-01-12 01:03:25.0	ericb	1.13	1	0	Submitted by: Marko Kreen &lt;marko@l-t.ee&gt;&#x9;* src/bytecode.cpp (ByteCode): Improve verbose output in debug&#x9;build to track down errant class files - patch 256.
/cvsroot/jikes/jikes/AUTHORS	2001-12-07 15:46:18.0	ericb	1.12	1	0	Give credit where it is due
/cvsroot/jikes/jikes/AUTHORS	2001-11-14 01:32:29.0	ericb	1.11	1	0	Submitted by: Brian Sullivan &lt;bsulliv@legacyj.com&gt;&#x9;* src/platform.cpp (class StringConstant): Code reformating to&#x9;support IA-64 compilation: the aCC compiler does not recognize&#x9;comma-chained class-member initializers.&#x9;* src/body.cpp:&#x9;* src/bytecode.cpp:&#x9;* src/control.h:&#x9;* src/decl.cpp:&#x9;* src/depend.cpp:&#x9;* src/dump.cpp:&#x9;* src/error.cpp:&#x9;* src/expr.cpp:&#x9;* src/getclass.cpp:&#x9;* src/lookup.cpp:&#x9;* src/option.cpp:&#x9;* src/platform.h:&#x9;* src/symbol.cpp:&#x9;* src/system.cpp: Change all US__ and U8S__ prefixes to US_ and&#x9;U8S_, for consistency - patch 230.
/cvsroot/jikes/jikes/AUTHORS	2001-10-17 00:39:35.0	ericb	1.10	1	0	Submitted by: Michael Ernst &lt;mernst@alum.mit.edu&gt;&#x9;* src/platform.h: Add prototype SystemMkdirhierForFile.&#x9;* src/platform.cpp (SystemMkdirhierForFile): Add definition.&#x9;* src/unparse.cpp (Unparse): Use SystemMkdirhierForFile - patch&#x9;199.
/cvsroot/jikes/jikes/AUTHORS	2001-09-16 03:40:38.0	ericb	1.9	2	1	Credit where credit is due.
/cvsroot/jikes/jikes/AUTHORS	2001-09-14 16:41:12.0	ericb	1.8	1	0	Submitted by: Jerry Veldhuis &lt;jerry@invidi.com&gt;&#x9;* src/symbol.h (IsInner): Fix a regression caused by patch 90.&#x9;This patch is a hack, and a cleaner version should be made before&#x9;jikes 1.16 - patch 185, from bug 1895.
/cvsroot/jikes/jikes/AUTHORS	2001-09-09 04:47:24.0	ericb	1.7	1	0	Submitted by: Gregory Steuck &lt;greg@nest.cx&gt;, Andrew M. Inggs&lt;aminggs@yahoo.co.uk&gt;, Eric Blake &lt;ebb9@email.byu.edu&gt;&#x9;* src/option.cpp (Option): Consolidated classpath related option&#x9;processing into a single routine, along with fixes that were&#x9;causing segfaults with cygwin.  Based in part on patches 122 and&#x9;129, and comments on those patches.
/cvsroot/jikes/jikes/AUTHORS	2001-09-09 01:25:10.0	ericb	1.6	1	0	Submitted by: Norris Boyd &lt;nboyd@atg.com&gt;&#x9;* src/bytecode.h:&#x9;* src/bytecode.cpp: Instrument wide jump capabilities into&#x9;branches.  For branching opcodes like ifeq, if the branch offset&#x9;requires more than two bytes, generate a branch around a&#x9;goto_w. Uses the hueristic of the number of tokens branched over,&#x9;to avoid the difficulty of regenerating or patching code in order&#x9;to insert the additional goto_w op - patch 167, from bug 161.
/cvsroot/jikes/jikes/AUTHORS	2001-09-07 16:00:01.0	ericb	1.5	1	0	Submitted by: Takashi Okamoto &lt;tora@debian.org&gt;&#x9;* configure.in: check for needed headers.&#x9;* configure:&#x9;* src/config.h.in: Regenerate.&#x9;* src/jikesapp.cpp:&#x9;* src/jikes.cpp:&#x9;* src/platform.h: set character encoding based on the one for the&#x9;default locale - patch 168.
/cvsroot/jikes/jikes/AUTHORS	2001-09-06 18:51:13.0	ericb	1.4	1	0	Submitted by: Michael Ernst &lt;mernst@lcs.mit.edu&gt;&#x9;* src/stream.h (SetUpComments): Prevent duplicate work, by&#x9;checking if comment_buffer already exists - patch 133.
/cvsroot/jikes/jikes/AUTHORS	2001-09-06 01:29:54.0	ericb	1.3	1	0	Submitted by: Ian P. Cardenas &lt;ian.cardenas@emagine-solutions.com&gt;&#x9;* src/semantic.h (AddDependence): changed pedantic error reporting&#x9;to use ReportSemError as to avoid segfault when error is NULL -&#x9;patch 108, from bug 491.
/cvsroot/jikes/jikes/AUTHORS	2001-09-05 04:34:56.0	ericb	1.2	17	0	Submitted by: Chris Abbey &lt;jikes@cabbey.net&gt;, Eric Blake &lt;ebb9@email.byu.edu&gt;&#x9;* .cvsignore:&#x9;* doc/.cvsignore:&#x9;* src/.cvsignore: Add for convenience.&#x9;* AUTHORS:&#x9;* COPYING:&#x9;* HACKING:&#x9;* INSTALL:&#x9;* NEWS:&#x9;* TODO: Some updates in preparation for 1.15.&#x9;* src/m4/ac_find_encoding.m4:&#x9;* configure.in: Fix some bugs with the autotool chain, add&#x9;--enable-debug to configuration - patch 127.&#x9;* Makefile.in:&#x9;* aclocal.m4:&#x9;* config.guess:&#x9;* config.sub:&#x9;* configure:&#x9;* missing:&#x9;* mkinstalldirs:&#x9;* doc/Makefile.in:&#x9;* src/Makefile.in:&#x9;* src/config.h.in: Regen with latest version of Autotools.
/cvsroot/jikes/jikes/AUTHORS	2000-05-23 12:08:19.0	mdejong	1.1	0	0	added automake support for building jikes
/cvsroot/jikes/jikes/AUTHORS	2004-02-29 14:46:57.0	ericb	1.19.2.2	2	0	2004-02-28  Eric Blake  &lt;ebb9@byu.net&gt;&#x9;* AUTHORS: Sync with generics-mergepoint to catch all the&#x9;mainline activity.&#x9;* NEWS: Ditto.&#x9;* configure: Ditto.&#x9;* configure.ac: Ditto.&#x9;* doc/jikes.1: Ditto.&#x9;* src/ast.cpp: Ditto.&#x9;* src/ast.h: Ditto.&#x9;* src/body.cpp: Ditto.&#x9;* src/bytecode.cpp: Ditto.&#x9;* src/bytecode.h: Ditto.&#x9;* src/class.cpp: Ditto.&#x9;* src/config.h.in: Ditto.&#x9;* src/control.cpp: Ditto.&#x9;* src/control.h: Ditto.&#x9;* src/decl.cpp: Ditto.&#x9;* src/definite.cpp: Ditto.&#x9;* src/depend.cpp: Ditto.&#x9;* src/error.cpp: Ditto.&#x9;* src/error.h: Ditto.&#x9;* src/expr.cpp: Ditto.&#x9;* src/java.g: Ditto.&#x9;* src/javaact.cpp: Ditto.&#x9;* src/javaact.h: Ditto.&#x9;* src/javadcl.h: Ditto.&#x9;* src/javadef.h: Ditto.&#x9;* src/javasym.h: Ditto.&#x9;* src/lookup.cpp: Ditto.&#x9;* src/option.cpp: Ditto.&#x9;* src/parser.cpp: Ditto.&#x9;* src/parser.h: Ditto.&#x9;* src/platform.cpp: Ditto.&#x9;* src/platform.h: Ditto.&#x9;* src/semantic.h: Ditto.&#x9;* src/symbol.cpp: Ditto.&#x9;* src/symbol.h: Ditto.&#x9;* src/system.cpp: Ditto.&#x9;* src/unparse.cpp: Ditto.
/cvsroot/jikes/jikes/AUTHORS	2004-02-18 13:53:37.0	ericb	1.19.2.1	2	0	2004-02-18  Eric Blake  &lt;ebb9@byu.net&gt;&#x9;* configure.ac: Sync with generics-mergepoint to catch all the&#x9;mainline activity.&#x9;* AUTHORS: Ditto.&#x9;* ChangeLog: Ditto.&#x9;* Makefile.in: Ditto.&#x9;* NEWS: Ditto.&#x9;* aclocal.m4: Ditto.&#x9;* config.guess: Ditto.&#x9;* config.sub: Ditto.&#x9;* configure: Ditto.&#x9;* configure.ac: Ditto.&#x9;* install-sh: Ditto.&#x9;* doc/Makefile.in: Ditto.&#x9;* doc/jikes.1: Ditto.&#x9;* src/Makefile.am: Ditto.&#x9;* src/Makefile.in: Ditto.&#x9;* src/access.h: Ditto.&#x9;* src/body.cpp: Ditto.&#x9;* src/bytecode.cpp: Ditto.&#x9;* src/bytecode.h: Ditto.&#x9;* src/class.cpp: Ditto.&#x9;* src/class.h: Ditto.&#x9;* src/code.cpp: Ditto.&#x9;* src/code.h: Ditto.&#x9;* src/config.h.in: Ditto.&#x9;* src/control.h: Ditto.&#x9;* src/decl.cpp: Ditto.&#x9;* src/definite.cpp: Ditto.&#x9;* src/double.cpp: Ditto.&#x9;* src/double.h: Ditto.&#x9;* src/dump.cpp: Ditto.&#x9;* src/error.cpp: Ditto.&#x9;* src/error.h: Ditto.&#x9;* src/expr.cpp: Ditto.&#x9;* src/gencode.java: Ditto.&#x9;* src/init.cpp: Ditto.&#x9;* src/java.g: Ditto.&#x9;* src/javaact.cpp: Ditto.&#x9;* src/javaact.h: Ditto.&#x9;* src/javadcl.h: Ditto.&#x9;* src/javadef.h: Ditto.&#x9;* src/javasym.h: Ditto.&#x9;* src/long.h: Ditto.&#x9;* src/lookup.cpp: Ditto.&#x9;* src/lookup.h: Ditto.&#x9;* src/option.cpp: Ditto.&#x9;* src/platform.cpp: Ditto.&#x9;* src/platform.h: Ditto.&#x9;* src/scanner.cpp: Ditto.&#x9;* src/scanner.h: Ditto.&#x9;* src/semantic.h: Ditto.&#x9;* src/stream.cpp: Ditto.&#x9;* src/stream.h: Ditto.&#x9;* src/symbol.cpp: Ditto.&#x9;* src/symbol.h: Ditto.&#x9;* src/system.cpp: Ditto.&#x9;* src/m4/ac_check_iconv.m4: Ditto.&#x9;* src/m4/ac_find_encoding.m4: Ditto.&#x9;* src/m4/ac_try_encoding.m4: Ditto.
/cvsroot/jikes/jikes/COPYING	2002-11-14 18:59:32.0	ericb	1.4	3	339	&#x9;* COPYING: Revert - Jikes is not under the GPL.&#x9;* autogen.sh:&#x9;* configure.in (AM_INIT_AUTOMAKE): Fix so that COPYING will not be&#x9;overwritten again.&#x9;* Makefile.in:&#x9;* doc/Makefile.in:&#x9;* src/Makefile.in: Regenerate.
/cvsroot/jikes/jikes/COPYING	2002-11-13 01:12:33.0	ericb	1.3	3	3	&#x9;* configure.in: Modify version, update to autoconf 2.54 and&#x9;friends.&#x9;* src/m4/ac_cxx_bool.m4:&#x9;* src/m4/ac_cxx_check_set_new_handler.m4:&#x9;* src/m4/ac_cxx_const_cast.m4:&#x9;* src/m4/ac_cxx_dynamic_cast.m4:&#x9;* src/m4/ac_cxx_exceptions.m4:&#x9;* src/m4/ac_cxx_explicit.m4:&#x9;* src/m4/ac_cxx_have_std.m4:&#x9;* src/m4/ac_cxx_member_constants.m4:&#x9;* src/m4/ac_cxx_namespaces.m4:&#x9;* src/m4/ac_cxx_reinterpret_cast.m4:&#x9;* src/m4/ac_cxx_rtti.m4:&#x9;* src/m4/ac_cxx_static_cast.m4: Update obsolete autoconf-isms.&#x9;* COPYING:&#x9;* INSTALL:&#x9;* aclocal.m4:&#x9;* config.guess:&#x9;* config.sub:&#x9;* configure:&#x9;* depcomp:&#x9;* install-sh:&#x9;* missing:&#x9;* mkinstalldirs:&#x9;* Makefile.in:&#x9;* doc/Makefile.in:&#x9;* src/config.h.in:&#x9;* src/Makefile.in: Regenerate.
/cvsroot/jikes/jikes/COPYING	2001-09-05 04:34:56.0	ericb	1.2	340	1	branches:  1.2.2;Submitted by: Chris Abbey &lt;jikes@cabbey.net&gt;, Eric Blake &lt;ebb9@email.byu.edu&gt;&#x9;* .cvsignore:&#x9;* doc/.cvsignore:&#x9;* src/.cvsignore: Add for convenience.&#x9;* AUTHORS:&#x9;* COPYING:&#x9;* HACKING:&#x9;* INSTALL:&#x9;* NEWS:&#x9;* TODO: Some updates in preparation for 1.15.&#x9;* src/m4/ac_find_encoding.m4:&#x9;* configure.in: Fix some bugs with the autotool chain, add&#x9;--enable-debug to configuration - patch 127.&#x9;* Makefile.in:&#x9;* aclocal.m4:&#x9;* config.guess:&#x9;* config.sub:&#x9;* configure:&#x9;* missing:&#x9;* mkinstalldirs:&#x9;* doc/Makefile.in:&#x9;* src/Makefile.in:&#x9;* src/config.h.in: Regen with latest version of Autotools.
/cvsroot/jikes/jikes/COPYING	2000-05-23 12:08:19.0	mdejong	1.1	0	0	added automake support for building jikes
/cvsroot/jikes/jikes/COPYING	2002-11-14 21:09:09.0	ericb	1.2.2.2	3	339	&#x9;* configure.in: Minor tweaks.&#x9;* COPYING:&#x9;* Makefile.in:&#x9;* autogen.sh:&#x9;* configure:&#x9;* doc/Makefile.in:&#x9;* src/Makefile.in: Update to CVS Head.&#x9;* src/ast.cpp:&#x9;* src/ast.h:&#x9;* src/unparse.cpp: Fix --enable-debug compilation.
/cvsroot/jikes/jikes/COPYING	2002-11-13 01:27:06.0	ericb	1.2.2.1	3	3	&#x9;* configure.in: Modify version, update to autoconf 2.54 and&#x9;friends.&#x9;* src/m4/ac_cxx_bool.m4:&#x9;* src/m4/ac_cxx_check_set_new_handler.m4:&#x9;* src/m4/ac_cxx_const_cast.m4:&#x9;* src/m4/ac_cxx_dynamic_cast.m4:&#x9;* src/m4/ac_cxx_exceptions.m4:&#x9;* src/m4/ac_cxx_explicit.m4:&#x9;* src/m4/ac_cxx_have_std.m4:&#x9;* src/m4/ac_cxx_member_constants.m4:&#x9;* src/m4/ac_cxx_namespaces.m4:&#x9;* src/m4/ac_cxx_reinterpret_cast.m4:&#x9;* src/m4/ac_cxx_rtti.m4:&#x9;* src/m4/ac_cxx_static_cast.m4: Update obsolete autoconf-isms.&#x9;* COPYING:&#x9;* INSTALL:&#x9;* aclocal.m4:&#x9;* config.guess:&#x9;* config.sub:&#x9;* configure:&#x9;* depcomp:&#x9;* install-sh:&#x9;* missing:&#x9;* mkinstalldirs:&#x9;* Makefile.in:&#x9;* doc/Makefile.in:&#x9;* src/config.h.in:&#x9;* src/Makefile.in: Regenerate.
/cvsroot/jikes/jikes/ChangeLog	2004-12-12 06:11:45.0	elliott-oss	1.652	5	0	2004-12-11  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: bug #4073; don&apos;t warn about inner classes that&#x9;implement Serializable if they&apos;re forced to by a superclass.
/cvsroot/jikes/jikes/ChangeLog	2004-12-12 05:35:51.0	elliott-oss	1.651	9	0	2004-12-11  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/symbol.cpp: bug #4090; always allocate a SymbolSet for&#x9;a type&apos;s subtypes.&#x9;* src/body.cpp, src/class.cpp, src/control.cpp, src/decl.cpp,&#x9;src/system.cpp: remove manual allocations.&#x9;* src/class.h: fix unrelated compiler warning.
/cvsroot/jikes/jikes/ChangeLog	2004-10-11 01:17:44.0	elliott-oss	1.650	9	0	2004-10-10  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/option.cpp, src/option.h: bug #3079; fall back to using&#x9;the JAVA_HOME environment variable if we wouldn&apos;t otherwise&#x9;have a bootclasspath. For non-Apple platforms, we pick all the&#x9;JAR files in $JAVA_HOME/jre/lib/. On Mac OS X, where things are&#x9;slightly different, we pick all the JAR files in the&#x9;JavaVM.framework&apos;s Classes directory.
/cvsroot/jikes/jikes/ChangeLog	2004-10-10 04:59:39.0	elliott-oss	1.649	5	0	2004-10-09  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/error.cpp: bug #4059; deprecation diagnostics should be&#x9;warnings, not errors.
/cvsroot/jikes/jikes/ChangeLog	2004-10-09 20:04:49.0	elliott-oss	1.648	5	0	2004-10-09  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: bug #4058; shouldn&apos;t warn about deprecation in&#x9;deprecated contexts.
/cvsroot/jikes/jikes/ChangeLog	2004-10-03 01:03:45.0	elliott-oss	1.647	5	1	2004-10-02  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* NEWS: describe 1.22 and the bugs fixed between 1.21 and 1.22.
/cvsroot/jikes/jikes/ChangeLog	2004-09-27 01:10:19.0	elliott-oss	1.646	5	0	2004-09-26&#x9;Bu FeiMing&#x9;&lt;phileas_bu@hotmail.com&gt;&#x9;* src/symbol.h (InsertDirectorySymbol): bug #495; subdirectories&#x9;of a class directory should not be considered source directories.
/cvsroot/jikes/jikes/ChangeLog	2004-09-27 00:40:40.0	elliott-oss	1.645	5	0	2004-09-26  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp, src/error.cpp, src/error.h: bug #4046; warn when&#x9;overriding a deprecated method.
/cvsroot/jikes/jikes/ChangeLog	2004-09-14 08:01:46.0	elliott-oss	1.644	6	1	2004-09-13  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: bug #4042; constructors and default constructors&#x9;of strictfp classes should be strictfp themselves (JLS2 8.1.1.3).
/cvsroot/jikes/jikes/ChangeLog	2004-09-14 07:49:05.0	elliott-oss	1.643	6	0	2004-09-13  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* class.cpp: the release candidate Java 1.5&apos;s javac uses&#x9;UTF-8 constants instead of Class constants for annotations.&#x9;This patch lets us work with the rt.jar from 1.5-rc.
/cvsroot/jikes/jikes/ChangeLog	2004-08-20 02:21:15.0	elliott-oss	1.642	8	0	2004-08-20  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* configure.ac, src/config.h.in, src/platform.h: bug #4018;&#x9;include &lt;errno.h&gt; to fix FreeBSD 4.8 build problems.&#x9;* Makefile.in, aclocal.m4, config.guess, config.sub,&#x9;configure, depcomp, install-sh, doc/Makefile.in,&#x9;src/Makefile.in: regenerated.
/cvsroot/jikes/jikes/ChangeLog	2004-08-18 10:49:15.0	elliott-oss	1.641	6	0	2004-08-18  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/body.cpp, src/decl.cpp, src/semantic.h: bug #3947; ignore&#x9;static variables if we&apos;re looking for shadows of a non-static&#x9;variable, and vice versa.
/cvsroot/jikes/jikes/ChangeLog	2004-06-25 22:03:29.0	elliott-oss	1.640	7	0	2004-06-25  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: a fix to my fix for bug #3986; still regresses&#x9;on the same Jacks tests, but is better practically. Now, as&#x9;well as rejecting invalid 1.4 source, we can compile against&#x9;the 1.5 rt.jar classes.
/cvsroot/jikes/jikes/ChangeLog	2004-06-21 22:50:25.0	elliott-oss	1.639	8	0	2004-06-22  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: bug #3424; distinguish between invalid types&#x9;and placeholders for not-found types (i.e. keep saying &quot;type not&#x9;found&quot; rather than switching to &quot;a candidate was found, but it is&#x9;invalid and needs to be fixed before this type will successfully&#x9;compile.&quot;
/cvsroot/jikes/jikes/ChangeLog	2004-06-21 11:06:59.0	elliott-oss	1.638	7	0	2004-06-21  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/decl.cpp: bug #3986; don&apos;t compile covariant return types&#x9;in .java files when -source is less than 1.5. This breaks&#x9;the Jacks tests 13.1-covariance-[123], but I think they&apos;re wrong&#x9;and should only be run with &quot;-source 1.5&quot;.
/cvsroot/jikes/jikes/ChangeLog	2004-06-20 23:24:18.0	elliott-oss	1.637	11	0	2004-06-20  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/system.cpp: bug #3934 and bug #3989; don&apos;t try to create&#x9;a placeholder for unfound system methods and fields. It&apos;s&#x9;likely to be too late. (I wonder if we should use tests such&#x9;as &quot;control.Throwable_initCauseMethod() != NULL&quot; instead of&#x9;the usual &quot;control.option.target &lt; JikesOption::SDK1_4&quot;, the&#x9;better to cope with unusual targets such as MIDP-1.0, and cases&#x9;where the user has forgotten &quot;-target 1.3&quot;? The current patch&#x9;stops us crashing; the alternative patch would let us &quot;just work&quot;.)
/cvsroot/jikes/jikes/ChangeLog	2004-06-02 13:26:21.0	elliott-oss	1.636	7	0	2004-06-02  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/double.cpp, src/double.h: it&apos;s impossible to implement&#x9;&quot;T&amp; operatorO(const T&amp;)&quot; correctly where O isn&apos;t an assignment&#x9;operator. (In our case, we were leaking memory.)&#x9;Implement &quot;T operator(const T&amp;)&quot; instead.
/cvsroot/jikes/jikes/ChangeLog	2004-06-02 12:28:05.0	elliott-oss	1.635	7	0	2004-06-02  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/definite.cpp: remove redundant test from&#x9;DefinitePair::operator=(const DefiniteAssignmentSet&amp;).&#x9;* src/double.cpp: fix leak in BigInt::operator=(const BigInt&amp;).&#x9;* src/double.h: fix BitInt(BigInt&amp;).
/cvsroot/jikes/jikes/ChangeLog	2004-05-31 10:29:50.0	elliott-oss	1.634	6	0	2004-05-31  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/definite.cpp, src/double.cpp, src/set.h: fix operator=&#x9;implementations missing self-assignment checks (found while&#x9;investigating bug 3973).
/cvsroot/jikes/jikes/ChangeLog	2004-05-20 23:01:33.0	elliott-oss	1.633	6	0	2004-05-20  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/bytecode.cpp: Bug 3974 - don&apos;t assume that a string literal&#x9;has type java.lang.String; it may have been cast to java.lang.Object&#x9;or one of String&apos;s implemented interfaces in valid (if strange) code.
/cvsroot/jikes/jikes/ChangeLog	2004-05-17 23:55:55.0	elliott-oss	1.632	7	0	2004-05-17  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/expr.cpp: Bug 3972 - don&apos;t assume that a constant is an int&#x9;literal just because it&apos;s not one of the other literals we were&#x9;expecting; check explicitly. Invalid source may mean that we&apos;re&#x9;actually looking at a string constant, say.
/cvsroot/jikes/jikes/ChangeLog	2004-05-14 06:01:40.0	cabbey	1.631	10	0	prep for 1.21
/cvsroot/jikes/jikes/ChangeLog	2004-05-05 07:00:28.0	cabbey	1.630	9	0	changelog that SHOULD have been commited, had I rememberd to hit &apos;save&apos; before commiting....
/cvsroot/jikes/jikes/ChangeLog	2004-05-05 06:50:13.0	cabbey	1.629	4	0	enable --without-iconv
/cvsroot/jikes/jikes/ChangeLog	2004-05-05 04:09:36.0	cabbey	1.628	4	0	made autogen.sh more user friendly
/cvsroot/jikes/jikes/ChangeLog	2004-05-03 23:20:22.0	elliott-oss	1.627	5	0	2004-05-03  Elliott Hughes  &lt;enh@acm.org&gt;&#x9;* src/init.cpp: fix bug #3948 by ignoring fields of array types&#x9;when looking for final fields that could be made static.
